simple_sku,brand,product_name,price,discounted_price,cat_m,parent_of_cat_1,category_1,picture_url,URL
CA807FAACQPDANPH-175389,CASIO,Casio Mens Gold Stainless Steel Strap Watch A178WGA-1ADF,3000.00,1400.00,Watches Sunglasses Jewellery,Watches,Men,http://srv-live.lazada.com.ph/p/image-129721-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fcasio-mens-gold-stainless-steel-strap-watch-a178wga-1adf-127921.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526TBAD8UYANPH-210156,Unbranded,Ypad Multimedia Learning Computer Toy Tool (Blue),599.00,245.99,"Toys, Kids & Babies",Toys,Educational Toys,http://srv-live.lazada.com.ph/p/image-054151-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fypad-multimedia-learning-computer-toy-tool-blue-151450.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
CA807FAACQT7ANPH-175528,CASIO,Casio Quartz Mens Gold Stainless Steel Bracelet Watch DB-360G-9ADF,3995.00,1713.00,Watches Sunglasses Jewellery,Watches,Men,http://srv-live.lazada.com.ph/p/image-950821-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fcasio-quartz-mens-gold-stainless-steel-bracelet-watch-db-360g-9adf-128059.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
RO622HBADYK5ANPH-210370,Rose C White,Rose C White 1000mg Tablets Bottle of 60,300.00,300.00,Mobiles & Tablets,Batteries & Chargers,Chargers,http://srv-live.lazada.com.ph/p/image-757481-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Frose-c-white-1000mg-tablets-bottle-of-60-184757.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526HLAE7T3ANPH-226662,Unbranded,Double Thread Sewing Machine with Foot Pedal and Adapter(White-Lavender),1599.00,568.73,Home Appliances,Garment Care,Sewing Machines,http://srv-live.lazada.com.ph/p/image-347691-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fdouble-thread-sewing-machine-with-foot-pedal-and-adapterwhite-lavender-196743.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526HLAE81QANPH-227458,Unbranded,Stackable 4-Layer Shoe Rack (Black),999.00,350.00,Home & Living,Furniture,Hallway & Entry Furniture,http://srv-live.lazada.com.ph/p/image-450791-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fstackable-4-layer-shoe-rack-black-197054.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526ELAEDOGANPH-239359,Generic,iPhone Earphone Headset (White),999.00,273.60,"TV, Audio / Video, Gaming, Gadgets",Portable Audio,Headphones & Headsets,http://srv-live.lazada.com.ph/p/image-253402-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fiphone-earphone-headset-white-204352.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
CA807FAAEDQCANPH-239427,CASIO,Casio Womens Gold Stainless Steel Strap Watch LTP-1165N-9CRDF,2295.00,1495.00,Watches Sunglasses Jewellery,Watches,Women,http://srv-live.lazada.com.ph/p/image-024402-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fcasio-womens-gold-stainless-steel-strap-watch-ltp-1165n-9crdf-204420.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
TR740ELAEJAKANPH-249093,Transcend,Transcend StoreJet 25H3 1TB External Hard Drive (Purple),3624.00,2690.00,Computers & Laptops,Storage,External Hard Drives,http://srv-live.lazada.com.ph/p/image-826112-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Ftranscend-storejet-25h3-1tb-external-hard-drive-purple-211628.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526ELAECIWANPH-237138,Unbranded,Water Resistant Watch with Hidden Camera 4GB (Black),3999.00,736.94,Cameras,Gadgets & Other Cameras,Spy Cameras,http://srv-live.lazada.com.ph/p/image-658202-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fwater-resistant-watch-with-hidden-camera-4gb-black-202856.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
OX744HBAECJ0ANPH-237142,OXILEAN,OXILEAN CLA Fat Burner 1000mg Softgels Bottle of 60,1500.00,990.00,Health & Beauty,Food Supplements,Weight Management,http://srv-live.lazada.com.ph/p/image-068202-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Foxilean-cla-fat-burner-1000mg-softgels-bottle-of-60-202860.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
EA543HBAECJ3ANPH-237145,EasySLIM,"Easyslim African Mango Slimming Juice 10g Sachet, Box of 18",900.00,500.00,Health & Beauty,Food Supplements,Weight Management,http://srv-live.lazada.com.ph/p/image-368202-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Feasyslim-african-mango-slimming-juice-10g-sachet-box-of-18-202863.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526HLAEGLLANPH-244291,Generic,2.5L Beer Tower Dispenser with LED Light and Ice Holder,3000.00,1099.98,Home & Living,Home Improvement,Kitchen Fixtures,http://srv-live.lazada.com.ph/p/image-731802-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2F25l-beer-tower-dispenser-with-led-light-and-ice-holder-208137.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
BE882HBADZGSANPH-211771,Belo Essentials,Belo Intensive Whitening Bar (Kojic + Tranexamic Acid) 65g,59.75,59.75,Health & Beauty,Mens Care,Body and Skin Care,http://srv-live.lazada.com.ph/p/image-239581-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fbelo-intensive-whitening-bar-kojic-tranexamic-acid-65g-185932.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526ELAEE6VANPH-240200,Generic,Water Resistant Watch With Hidden Camera 8GB (Black/Red),2500.00,648.98,Cameras,Gadgets & Other Cameras,Spy Cameras,http://srv-live.lazada.com.ph/p/image-510502-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fwater-resistant-watch-with-hidden-camera-8gb-blackred-205015.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526OTADZP4ANPH-212095,Generic,Taikinima Dual Bag in Bag Organizer (Hot Pink),400.00,176.00,Travel & Luggage,Packing Organizers,Toiletries & Cosmetics Bags,http://srv-live.lazada.com.ph/p/image-232681-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Ftaikinima-dual-bag-in-bag-organizer-hot-pink-186232.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
BE542HBAEMXRANPH-254442,Beauoxi White,BeauOxi White Underarm Whitening Deodorant 50ml,490.00,490.00,Health & Beauty,Personal Care & Pleasure,Deodorants,http://srv-live.lazada.com.ph/p/image-153612-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fbeauoxi-white-underarm-whitening-deodorant-50ml-216351.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526ELADZYTANPH-212495,Unbranded,2-Speed Mini Electric Sewing Machine Kit (White/Lavender) with Free 210pc Deluxe Sewing Kit Storage Caddy Organizer,3500.00,696.99,Home Appliances,Garment Care,Sewing Machines,http://srv-live.lazada.com.ph/p/image-185681-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2F2-speed-mini-electric-sewing-machine-kit-whitelavender-with-free-210pc-deluxe-sewing-kit-storage-caddy-organizer-186581.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
MO236TBAE00OANPH-212568,Moby Baby,Moby Baby Moon Walker Safety Harness,799.00,269.00,"Toys, Kids & Babies",Babies,Health & Safety,http://srv-live.lazada.com.ph/p/image-846681-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fmoby-baby-moon-walker-safety-harness-186648.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
TR740ELAEYJHANPH-271450,Transcend,Transcend TS1TSJ25M3 1TB Portable Hard Drive (Green),4795.00,2742.00,Computers & Laptops,Storage,External Hard Drives,http://srv-live.lazada.com.ph/p/image-983132-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Ftranscend-ts1tsj25m3-1tb-portable-hard-drive-green-231389.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
FU271ELAEAUWANPH-233757,Fukuda,Fukuda FHT100i 2.1 Channel Home Theater Speaker,1099.00,990.00,"TV, Audio / Video, Gaming, Gadgets",Home Audio & Theater,Home Theater Systems,http://srv-live.lazada.com.ph/p/image-696002-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Ffukuda-fht100i-21-channel-home-theater-speaker-200696.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526HLAENU1ANPH-255972,Generic,Rechargeable LED Light with Fan(Blue),1200.00,318.99,Home Appliances,Cooling & Heating,Fans,http://srv-live.lazada.com.ph/p/image-315712-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Frechargeable-led-light-with-fanblue-217513.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526ELAC2KNANPH-132916,Unbranded,Mini Chocolate Fondue Fountain (Brown),1150.00,447.99,Home Appliances,Small Kitchen Appliances,Specialty Cookware,http://srv-live.lazada.com.ph/p/image-74669-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fmini-chocolate-fondue-fountain-brown-96647.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526ELAC2KXANPH-132926,Unbranded,2-Speed Mini Electric Sewing Machine Kit (White / Lavender),2500.00,528.99,Home Appliances,Garment Care,Sewing Machines,http://srv-live.lazada.com.ph/p/image-75669-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2F2-speed-mini-electric-sewing-machine-kit-white-lavender-96657.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
BE996HBAERLPANPH-261880,Belo,Belo Men Whitening Body Bar 90g Pack of 3,140.25,100.00,Health & Beauty,Mens Care,Body and Skin Care,http://srv-live.lazada.com.ph/p/image-793222-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fbelo-men-whitening-body-bar-90g-pack-of-3-222397.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
BE996HBAERM0ANPH-261891,Belo,Belo Essentials Smoothening Whitening Body Bar 90g Pack of 3,155.25,100.00,Health & Beauty,Mens Care,Body and Skin Care,http://srv-live.lazada.com.ph/p/image-804222-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fbelo-essentials-smoothening-whitening-body-bar-90g-pack-of-3-222408.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526HLAEBB7ANPH-234661,Flashlight with Stun Gun Taser,1800KV 800TYPE Stun Gun Taser Rechargeable Flashlight,999.00,299.90,Home & Living,Home Improvement,Flashlights,http://srv-live.lazada.com.ph/p/image-382102-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2F1800kv-800type-stun-gun-taser-rechargeable-flashlight-201283.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526ELAEV64ANPH-266828,Unbranded,Water Resistant Silicone Bluetooth Speaker (Blue),1999.00,402.00,"TV, Audio / Video, Gaming, Gadgets",Portable Audio,Portable Speakers,http://srv-live.lazada.com.ph/p/image-020722-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fwater-resistant-silicone-bluetooth-speaker-blue-227020.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
MA176HLAF3NMANPH-281400,Marubishi,Marubishi 5 Speed Stand Mixer with Bowl MHM 503,840.00,840.00,Home Appliances,Small Kitchen Appliances,Food Preparation,http://srv-live.lazada.com.ph/p/image-810832-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fmarubishi-5-speed-stand-mixer-with-bowl-mhm-503-238018.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
MA176HLAF3NQANPH-281407,Marubishi,Marubishi 5-Speed Stand Mixer MHM-505,1300.00,1300.00,Home Appliances,Small Kitchen Appliances,Food Preparation,http://srv-live.lazada.com.ph/p/image-220832-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fmarubishi-5-speed-stand-mixer-mhm-505-238022.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
PR824HBAF3T5ANPH-281679,ProMatrix,ProMatrix 7 Multiple Source Protein 5lbs (Chocolate),2500.00,1799.00,Health & Beauty,Food Supplements,,http://srv-live.lazada.com.ph/p/image-712832-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fpromatrix-7-multiple-source-protein-5lbs-chocolate-238217.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
SA623ELAFBI4ANPH-295037,Samsung,Samsung Evo MB-MP64D 64GB Micro SDXC Card,2999.00,995.00,Cameras,Camera Accessories,Memory cards,http://srv-live.lazada.com.ph/p/image-881842-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fsamsung-evo-mb-mp64d-64gb-micro-sdxc-card-248188.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526HLAC2YLANPH-134022,Unbranded,Double Pole Clothes Rack,2701.00,515.90,Home & Living,Storage & Organization,Clothes Organising,http://srv-live.lazada.com.ph/p/image-94179-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fdouble-pole-clothes-rack-97149.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526HLAC2YNANPH-134024,Unbranded,Ceramic Pan 5-piece Set (Red),3501.00,748.17,Home & Living,Kitchen & Dining,Cookware,http://srv-live.lazada.com.ph/p/image-15179-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fceramic-pan-5-piece-set-red-97151.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526HLAF4ABANPH-282466,Unbranded,Electric Homemade Peanut Butter Machine,3999.00,694.00,Home Appliances,Small Kitchen Appliances,Food Preparation,http://srv-live.lazada.com.ph/p/image-538832-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Felectric-homemade-peanut-butter-machine-238835.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526ELAF4ASANPH-282483,SJCAM,SJCAM SJ4000 WiFi 12 MP Action Camera Sport DVR (Black),8888.00,3399.00,Cameras,Video & Action Camcorder,Sport & Action Camera,http://srv-live.lazada.com.ph/p/image-258832-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fsjcam-sj4000-wifi-12-mp-action-camera-sport-dvr-black-238852.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526ELAFED0ANPH-300028,Unbranded,Car CCTV Camera Road Recorder with IR Sensor,2498.00,429.00,Cameras,Gadgets & Other Cameras,Car Cameras,http://srv-live.lazada.com.ph/p/image-298152-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fcar-cctv-camera-road-recorder-with-ir-sensor-251892.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526HLAFED4ANPH-300032,Shoe Rack,Stackable Shoe Rack Set of 2,2500.00,512.18,Home & Living,Furniture,Hallway & Entry Furniture,http://srv-live.lazada.com.ph/p/image-698152-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fstackable-shoe-rack-set-of-2-251896.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
LI914HLAF8T2ANPH-290559,Lifestyle,Lifestyle 28cm Non-Stick Wok with Glide Induction,899.75,580.00,Home & Living,Kitchen & Dining,Cookware,http://srv-live.lazada.com.ph/p/image-496442-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Flifestyle-28cm-non-stick-wok-with-glide-induction-244694.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526HLAF4YPANPH-283479,Shoe Rack,Amazing Shoe Rack (Black/White),999.00,298.90,Home & Living,Furniture,Hallway & Entry Furniture,http://srv-live.lazada.com.ph/p/image-317932-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Famazing-shoe-rack-blackwhite-239713.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526SPAFAT5ANPH-293962,Unbranded,Unisex Sauna Suit for Men and Women,1000.00,313.99,Sports & Outdoors,,Yoga Fitness Accessories,http://srv-live.lazada.com.ph/p/image-982742-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Funisex-sauna-suit-for-men-and-women-247289.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526HLAFAUTANPH-294023,Unbranded,Electric Barbecue Grill Outdoor BBQ,2299.00,617.82,Home Appliances,Small Kitchen Appliances,Electric Grills,http://srv-live.lazada.com.ph/p/image-943742-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Felectric-barbecue-grill-outdoor-bbq-247349.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526HLAFCO7ANPH-297050,Generic,Storage Wardrobe and Clothes Organizer (Blue),1499.00,533.96,Home & Living,Storage & Organization,Clothes Organising,http://srv-live.lazada.com.ph/p/image-307942-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fstorage-wardrobe-and-clothes-organizer-blue-249703.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
